testID,assessmentItemID,difficultyLevel,discriminationLevel,guessLevel,knowledgeTag,Timestamp
A050000103,A050103007,0.0169888,1.4926898457,4.099671255e-23,397,2021-01-08 06:08:25.336946
A050000104,A050104001,-1.5767266093,3.0703784236,7.505e-06,5268,2021-01-08 06:08:25.336946
A050000104,A050104002,-1.5784166519,1.5494254907,2.94316e-05,5268,2021-01-08 06:08:25.336946
A050000104,A050104003,-1.1971584714,2.3814228027,7.0295e-06,5269,2021-01-08 06:08:25.336946
A050000104,A050104004,-1.3938970809,0.974720935,0.0003049145,5269,2021-01-08 06:08:25.336946
A050000104,A050104005,-1.9332432399,2.1970316239,0.0001208095,5268,2021-01-08 06:08:25.336946
A050000104,A050104006,-1.7173115775,2.6849702475,1.26604e-05,5268,2021-01-08 06:08:25.336946
A050000104,A050104007,0.1429624031,0.7878542774,6.438e-07,5268,2021-01-08 06:08:25.336946
A050000105,A050105001,-3.0290238788,1.13625974,0.0058405585,5269,2021-01-08 06:08:25.336946
A050000105,A050105002,-3.6138586235,0.8712507145,0.0019968504,5269,2021-01-08 06:08:25.336946
A050000105,A050105003,-3.6082873685,0.6257946449,0.00119033,5268,2021-01-08 06:08:25.336946
A050000105,A050105004,-2.3848101639,1.5353677918,0.0003036231,5269,2021-01-08 06:08:25.336946
A050000105,A050105005,-1.0572711676,1.1001726088,6.546e-07,5268,2021-01-08 06:08:25.336946
A050000105,A050105006,0.4204770205,0.9700246159,0.0,5269,2021-01-08 06:08:25.336946
A050000105,A050105007,-1.2697367056,2.8690263296,0.2998292935,5268,2021-01-08 06:08:25.336946
A050000106,A050106001,1.0878802071,0.6173436075,2.15822e-05,5270,2021-01-08 06:08:25.336946
A050000106,A050106002,-1.6278118148,2.0562150317,0.0006114975,5270,2021-01-08 06:08:25.336946
A050000106,A050106003,-0.3543676003,2.0188706543,0.2970218849,5270,2021-01-08 06:08:25.336946
A050000106,A050106004,-0.8032236312,2.2791396058,3.19373e-05,5271,2021-01-08 06:08:25.336946
A050000106,A050106005,-0.8477146483,12.0457974695,0.000244692,5271,2021-01-08 06:08:25.336946
A050000106,A050106006,-1.8448174902,1.6485229571,0.0019632614,5270,2021-01-08 06:08:25.336946
A050000106,A050106007,-1.1018876407,1.3175796026,0.000278271,5271,2021-01-08 06:08:25.336946
A050000107,A050107001,-2.5686494679,1.4777251514,0.0003913238,5271,2021-01-08 06:08:25.336946
A050000107,A050107002,-2.4473806706,0.9875166693,4.874e-06,5270,2021-01-08 06:08:25.336946
A050000107,A050107003,-1.728828082,1.0528050469,0.0005565632,5270,2021-01-08 06:08:25.336946
A050000107,A050107004,-2.2804546214,0.855811233,6.5152e-06,5270,2021-01-08 06:08:25.336946
A050000107,A050107005,-1.2847659803,2.905791626,0.2999997283,5271,2021-01-08 06:08:25.336946
A050000107,A050107006,-0.3203954583,1.8227589929,1.749905029e-39,5270,2021-01-08 06:08:25.336946
A050000107,A050107007,-0.9987851483,2.3102858733,2.960744676e-27,5270,2021-01-08 06:08:25.336946
A050000108,A050108001,-1.543646568,1.6304111167,4.2873e-05,5283,2021-01-08 06:08:25.336946
A050000108,A050108002,-1.0301167871,2.8113341394,5.49e-08,5283,2021-01-08 06:08:25.336946
A050000108,A050108003,-0.6849267172,44.097984927,0.2112860014,5283,2021-01-08 06:08:25.336946
A050000108,A050108004,-1.2967732292,2.3420037544,2.7186e-06,5283,2021-01-08 06:08:25.336946
A050000108,A050108005,-0.9161651649,3.2421796662,0.0479799494,5283,2021-01-08 06:08:25.336946
A050000108,A050108006,-0.7691441559,1.0045495942,4.5012e-06,5283,2021-01-08 06:08:25.336946
A050000108,A050108007,-0.8144359176,2.8649104787,4.5e-09,5283,2021-01-08 06:08:25.336946
A050000109,A050109001,-1.0777800487,0.8667638992,3.998e-07,5283,2021-01-08 06:08:25.336946
A050000109,A050109002,-1.546896992,1.3956684891,2.511e-07,5283,2021-01-08 06:08:25.336946
A050000109,A050109003,-1.4130806818,61.6531213013,2.64e-08,5283,2021-01-08 06:08:25.336946
A050000109,A050109004,-1.574142883,2.4665515706,0.0,5283,2021-01-08 06:08:25.336946
A050000109,A050109005,-1.8198890734,2.2880390856,2.3e-09,5283,2021-01-08 06:08:25.336946
A050000109,A050109006,0.7330907553,0.7192043656,0.0,5283,2021-01-08 06:08:25.336946
A050000109,A050109007,-0.2925985905,1.5506778457,5.632515983e-55,5283,2021-01-08 06:08:25.336946
A050000110,A050110001,-0.8329317566,2.8733620231,1.51e-07,5284,2021-01-08 06:08:25.336946
A050000110,A050110002,-1.2211605541,4.2013134872,0.0041523341,5284,2021-01-08 06:08:25.336946
A050000110,A050110003,-0.923035626,2.7091584257,0.1537018898,5284,2021-01-08 06:08:25.336946
A050000110,A050110004,-0.1972582474,1.5729906083,0.0002844533,5284,2021-01-08 06:08:25.336946
A050000110,A050110005,-0.684937327,1.6891663349,0.0014590552,5284,2021-01-08 06:08:25.336946
A050000110,A050110006,0.1480663715,2.380904416,0.0,5284,2021-01-08 06:08:25.336946
A050000110,A050110007,2.2474829688,1.003203337,2.371e-07,5284,2021-01-08 06:08:25.336946
A050000111,A050111001,-0.9014040889,1.7569593373,0.0,5284,2021-01-08 06:08:25.336946
A050000111,A050111002,-1.4102332089,1.5773487893,0.0116561236,5284,2021-01-08 06:08:25.336946
A050000111,A050111003,-1.2445443265,1.1201500123,5.7e-07,5284,2021-01-08 06:08:25.336946
A050000111,A050111004,-0.611592398,2.6571495688,0.1368769697,5284,2021-01-08 06:08:25.336946
A050000111,A050111005,-1.1849627813,2.0822692337,1.5e-09,5284,2021-01-08 06:08:25.336946
A050000111,A050111006,0.3786149301,0.9945684774,0.0,5284,2021-01-08 06:08:25.336946
A050000111,A050111007,-0.1251332006,1.6894282043,1.997789919e-24,5284,2021-01-08 06:08:25.336946
A050000112,A050112001,-1.2359638843,2.8998263213,1.7e-09,5285,2021-01-08 06:08:25.336946
A050000112,A050112002,-1.1655537176,2.7895115572,7e-10,5285,2021-01-08 06:08:25.336946
A050000112,A050112003,-1.3139531444,3.2279411431,0.0004036903,5285,2021-01-08 06:08:25.336946
A050000112,A050112004,-0.8871570253,3.0731462125,0.0,5285,2021-01-08 06:08:25.336946
A050000112,A050112005,-0.9865186967,1.098040119,0.0989646378,5285,2021-01-08 06:08:25.336946
A050000112,A050112006,-0.1951468126,3.0056506174,0.0,5285,2021-01-08 06:08:25.336946
A050000112,A050112007,1.1297130064,1.2385279953,0.0,5285,2021-01-08 06:08:25.336946
A050000113,A050113001,-1.5732974454,1.9026839831,1.361494932e-30,5285,2021-01-08 06:08:25.336946
A050000113,A050113002,-1.9530898417,2.9819092274,0.0005790459,5285,2021-01-08 06:08:25.336946
A050000113,A050113003,-1.3614718971,0.9594556951,1e-10,5285,2021-01-08 06:08:25.336946
A050000113,A050113004,-1.2404092618,1.7959041277,4.21e-08,5285,2021-01-08 06:08:25.336946
A050000113,A050113005,-0.5761196144,1.5564818333,1.959e-07,5285,2021-01-08 06:08:25.336946
A050000113,A050113006,0.3579760166,1.3965684492,1.0289e-06,5285,2021-01-08 06:08:25.336946
A050000113,A050113007,-0.278787088,2.0726353086,1.419975259e-27,5285,2021-01-08 06:08:25.336946
A050000114,A050114001,-0.7334286767,2.4267858147,0.0033507905,5286,2021-01-08 06:08:25.336946
A050000114,A050114002,-1.1418487359,1.6715047999,0.0005483965,5286,2021-01-08 06:08:25.336946
A050000114,A050114003,-1.1717064218,1.38836635,0.0026762903,5286,2021-01-08 06:08:25.336946
A050000114,A050114004,0.0876556452,2.0681008333,1.489990116e-17,5286,2021-01-08 06:08:25.336946
A050000114,A050114005,-0.6406443363,2.3551286875,0.0001547352,5286,2021-01-08 06:08:25.336946
A050000114,A050114006,-1.2519331596,1.0243012326,0.0006490713,5286,2021-01-08 06:08:25.336946
A050000114,A050114007,1.5088803934,1.8950087121,0.1743843122,5286,2021-01-08 06:08:25.336946
A050000115,A050115001,-0.4859254064,1.5486734515,1.46962e-05,5286,2021-01-08 06:08:25.336946
A050000115,A050115002,-1.1567257562,1.5712055733,0.0,5286,2021-01-08 06:08:25.336946
A050000115,A050115003,-0.2458300933,1.4851992812,5.019989047e-69,5286,2021-01-08 06:08:25.336946
A050000115,A050115004,-0.1240999755,1.7514342221,3e-10,5286,2021-01-08 06:08:25.336946
A050000115,A050115005,-1.0315287874,2.4110741542,2.6e-08,5286,2021-01-08 06:08:25.336946
A050000115,A050115006,-0.24166747,1.3801979252,7.822e-07,5286,2021-01-08 06:08:25.336946
A050000115,A050115007,-0.6766435925,1.3165411909,1.1e-09,5286,2021-01-08 06:08:25.336946
A050000116,A050116001,1.1469440036,1.5094303628,0.1703538043,5286,2021-01-08 06:08:25.336946
A050000116,A050116002,-0.6446506577,2.4424693681,1e-10,5284,2021-01-08 06:08:25.336946
A050000116,A050116003,-0.6201536952,2.5606629678,0.0,5271,2021-01-08 06:08:25.336946
A050000116,A050116004,-0.4262296091,1.8998883594,5.008e-07,5285,2021-01-08 06:08:25.336946
A050000116,A050116005,1.2626281174,1.4358878109,1.924991202e-55,5286,2021-01-08 06:08:25.336946
A050000116,A050116006,0.7053539763,4.0679758208,0.075330822,5286,2021-01-08 06:08:25.336946
A050000116,A050116007,-0.5120627738,1.2150591279,7e-10,5284,2021-01-08 06:08:25.336946
A050000117,A050117001,-0.4100001339,1.6149628734,3.824403099e-72,5286,2021-01-08 06:08:25.336946
A050000117,A050117002,-1.7430880303,2.1276620775,0.0,5284,2021-01-08 06:08:25.336946
A050000117,A050117003,-1.029165408,1.374938052,2.739046703e-32,5284,2021-01-08 06:08:25.336946
A050000117,A050117004,-1.0604159389,1.3783861817,0.0062053215,5285,2021-01-08 06:08:25.336946
A050000117,A050117005,0.324739386,1.5367332742,8.222515459e-71,5286,2021-01-08 06:08:25.336946
A050000117,A050117006,-1.9858538453,1.3123932085,4.8391e-06,5285,2021-01-08 06:08:25.336946
A050000117,A050117007,-0.775676143,2.6254573326,1.591363645e-57,5284,2021-01-08 06:08:25.336946
A050000118,A050118001,-1.4470122768,2.8167178766,1.433e-07,5268,2021-01-08 06:08:25.336946
A050000118,A050118002,-1.4193329033,3.8778071318,1.138e-07,5269,2021-01-08 06:08:25.336946
A050000118,A050118003,-1.6140568061,2.0655207906,1.535e-07,5269,2021-01-08 06:08:25.336946
A050000118,A050118004,-0.8455629579,1.1356634775,0.2999999907,5268,2021-01-08 06:08:25.336946
A050000118,A050118005,-1.6631989433,5.7057513797,7.65e-08,5268,2021-01-08 06:08:25.336946
A050000118,A050118006,-1.3552368,2.4748091574,6.697e-07,5269,2021-01-08 06:08:25.336946
A050000119,A050119001,-0.6146523675,4.2465107198,0.2996378766,5270,2021-01-08 06:08:25.336946
A050000119,A050119002,-1.1642759434,2.1407428117,0.0303369138,5271,2021-01-08 06:08:25.336946
A050000119,A050119003,-1.346753692,2.062227385,0.0690596767,5270,2021-01-08 06:08:25.336946
A050000119,A050119004,-0.1055414919,5.8515315354,0.2954544911,5271,2021-01-08 06:08:25.336946
A050000119,A050119005,-0.3054452998,11.5273193005,0.2880318773,5270,2021-01-08 06:08:25.336946
A050000119,A050119006,-0.6912622319,3.3862620168,0.2899622663,5271,2021-01-08 06:08:25.336946
A050000120,A050120001,-0.7229241127,4.9134939004,0.2974537293,5283,2021-01-08 06:08:25.336946
A050000120,A050120002,0.7275203768,13.7211229094,0.1559285493,5283,2021-01-08 06:08:25.336946
A050000120,A050120003,-0.0255178963,14.3969949901,0.2967563635,5283,2021-01-08 06:08:25.336946
A050000120,A050120004,-0.0959307533,18.459756202,0.2952824043,5283,2021-01-08 06:08:25.336946
A050000120,A050120005,-0.2007099943,14.2028732144,0.2989598351,5283,2021-01-08 06:08:25.336946
A050000121,A050121001,-0.0850021323,25.4247316454,0.1881551872,5284,2021-01-08 06:08:25.336946
A050000121,A050121002,-0.0342664461,26.0870839418,0.1392621639,5284,2021-01-08 06:08:25.336946
A050000121,A050121003,-0.0207214326,26.6979272105,1.5e-09,5284,2021-01-08 06:08:25.336946
A050000121,A050121004,-0.0718622915,26.3303523796,4.992e-07,5284,2021-01-08 06:08:25.336946
A050000121,A050121005,-0.0518805173,19.0131341519,0.2177537736,5284,2021-01-08 06:08:25.336946
A050000122,A050122001,-1.0166659718,2.4732669143,1.46269e-05,5285,2021-01-08 06:08:25.336946
A050000122,A050122002,-0.7147406998,2.89433311,1.2e-09,5285,2021-01-08 06:08:25.336946
A050000122,A050122003,-0.670793849,3.7650506837,0.0,5285,2021-01-08 06:08:25.336946
A050000122,A050122004,-0.491459963,2.7000677386,0.0,5285,2021-01-08 06:08:25.336946
A050000122,A050122005,-0.4570384331,1.6036816524,7e-10,5285,2021-01-08 06:08:25.336946
A050000123,A050123001,-0.3104495084,2.9382776187,1.6117e-06,5286,2021-01-08 06:08:25.336946
A050000123,A050123002,-1.5969757873,2.4023942144,2.236997116e-24,5286,2021-01-08 06:08:25.336946
A050000123,A050123003,-0.2294928875,4.9434825866,1.4921e-06,5286,2021-01-08 06:08:25.336946
A050000123,A050123004,-0.9423427276,2.4584992568,1.734623581e-24,5286,2021-01-08 06:08:25.336946
A050000123,A050123005,-0.3930635951,2.5144422282,1.2824e-06,5286,2021-01-08 06:08:25.336946
A050000123,A050123006,1.3188377015,24.8990321333,0.0801188846,5286,2021-01-08 06:08:25.336946
A050000124,A050124001,-0.5277882615,1.1707592444,9.64384e-05,5284,2021-01-08 06:08:25.336946
A050000124,A050124002,-0.5629969612,1.4410387637,0.000620744,5284,2021-01-08 06:08:25.336946
A050000124,A050124003,0.3863525518,0.9525673221,5.33732e-05,5271,2021-01-08 06:08:25.336946
A050000124,A050124004,-0.6746499412,1.9639688824,0.0015043305,5286,2021-01-08 06:08:25.336946
A050000124,A050124005,-0.240333417,3.5788695856,0.2892281194,5285,2021-01-08 06:08:25.336946
A050000124,A050124006,0.6899136165,1.8345210843,1.59574e-05,5284,2021-01-08 06:08:25.336946
A050000125,A050125001,-1.3362753624,2.0514158531,5.5308e-06,5288,2021-01-08 06:08:25.336946
A050000125,A050125002,0.2582368426,1.2531320132,1.357513412e-18,5288,2021-01-08 06:08:25.336946
A050000125,A050125003,-0.3587334775,2.4057213175,8.407011943e-19,5289,2021-01-08 06:08:25.336946
A050000125,A050125004,0.838561366,2.0185564774,0.0619820139,5289,2021-01-08 06:08:25.336946
A050000125,A050125005,-0.6398561724,3.1506937481,0.0,5288,2021-01-08 06:08:25.336946
A050000125,A050125006,-0.2509236566,3.2516335259,1.015658373e-29,5289,2021-01-08 06:08:25.336946
A050000125,A050125007,0.628765303,2.5343026626,2.311351137e-26,5288,2021-01-08 06:08:25.336946
A050000126,A050126001,-0.3600346533,1.1925758039,0.0165166402,5289,2021-01-08 06:08:25.336946
A050000126,A050126002,-1.147507864,1.7756078557,0.0006465844,5289,2021-01-08 06:08:25.336946
A050000126,A050126003,-0.8373894431,1.4908096458,0.000106659,5289,2021-01-08 06:08:25.336946
A050000126,A050126004,-0.0546529776,1.7621806117,2.2429e-06,5289,2021-01-08 06:08:25.336946
A050000126,A050126005,-0.0072576037,2.1796707562,3.0199e-06,5289,2021-01-08 06:08:25.336946
A050000126,A050126006,-0.0528994393,3.2770587261,1.3e-09,5288,2021-01-08 06:08:25.336946
A050000126,A050126007,0.2314520559,2.2130825081,1.5326e-06,5288,2021-01-08 06:08:25.336946
A050000127,A050127001,-0.6479006724,1.674680283,0.0015142917,5290,2021-01-08 06:08:25.336946
A050000127,A050127002,1.0377622377,20.9367574857,0.2982855816,5290,2021-01-08 06:08:25.336946
A050000127,A050127003,-0.223062112,1.9505304711,0.0001260489,5297,2021-01-08 06:08:25.336946
A050000127,A050127004,-0.2003139569,1.0782360101,0.0528753636,5297,2021-01-08 06:08:25.336946
A050000127,A050127005,0.2074080291,1.5267554948,0.0312283864,5290,2021-01-08 06:08:25.336946
A050000127,A050127006,-0.0774554082,4.8343271213,0.0008164279,5297,2021-01-08 06:08:25.336946
A050000127,A050127007,0.3400134902,3.8279695875,1.80739e-05,5297,2021-01-08 06:08:25.336946
A050000128,A050128001,-0.8121640138,1.7212288875,6e-10,5297,2021-01-08 06:08:25.336946
A050000128,A050128002,-0.7235167035,2.6891782559,4e-09,5290,2021-01-08 06:08:25.336946
A050000128,A050128003,-0.5922383112,3.6600236618,0.2989289067,5297,2021-01-08 06:08:25.336946
A050000128,A050128004,0.0573327952,1.5226678457,1.725172355e-20,5297,2021-01-08 06:08:25.336946
A050000128,A050128005,-0.5712665653,1.3848228176,0.0,5290,2021-01-08 06:08:25.336946
A050000128,A050128006,0.1915374296,1.0281111858,0.2981918524,5290,2021-01-08 06:08:25.336946
A050000128,A050128007,0.3850193834,2.890609872,8.706786441e-28,5290,2021-01-08 06:08:25.336946
A050000129,A050129001,-1.6511661737,1.7476578266,0.0148356233,5298,2021-01-08 06:08:25.336946
A050000129,A050129002,-0.6416242203,3.4014651913,0.0166962607,5298,2021-01-08 06:08:25.336946
A050000129,A050129003,-0.2136081961,2.9423927681,0.026557195,5300,2021-01-08 06:08:25.336946
A050000129,A050129004,1.3067377446,16.5092546975,0.2881307947,5298,2021-01-08 06:08:25.336946
A050000129,A050129005,-0.4474161652,1.2917571213,0.0235803493,5298,2021-01-08 06:08:25.336946
A050000129,A050129006,0.2391573621,2.2067487464,0.0115362354,5298,2021-01-08 06:08:25.336946
A050000129,A050129007,1.1465794499,8.1978230556,0.258706958,5300,2021-01-08 06:08:25.336946
A050000130,A050130001,-1.6598982198,1.1191729499,0.0001523349,5298,2021-01-08 06:08:25.336946
A050000130,A050130002,-0.5354884205,1.0725394089,8.05098e-05,5298,2021-01-08 06:08:25.336946
A050000130,A050130003,-1.2355569602,1.4758180138,0.0020729035,5298,2021-01-08 06:08:25.336946
A050000130,A050130004,-0.3073818894,2.6024974952,8.16034e-05,5300,2021-01-08 06:08:25.336946
A050000130,A050130005,-0.1607721263,0.7543825829,0.0007156618,5298,2021-01-08 06:08:25.336946
A050000130,A050130006,-0.2902630857,3.4732027741,9.91752e-05,5300,2021-01-08 06:08:25.336946
A050000130,A050130007,-0.0737107308,2.1298403851,0.0,5298,2021-01-08 06:08:25.336946
A050000131,A050131001,-0.6924617949,3.2589355232,0.0002501624,425,2021-01-08 06:08:25.336946
A050000131,A050131002,0.0663421956,3.4042002994,3.47511e-05,425,2021-01-08 06:08:25.336946
A050000131,A050131003,0.3980553458,2.8212618609,9.4036e-06,5289,2021-01-08 06:08:25.336946
A050000131,A050131004,0.5789421962,1.6329562134,1.4371e-06,425,2021-01-08 06:08:25.336946
A050000131,A050131005,0.7480847351,2.2669168162,1.2331e-06,425,2021-01-08 06:08:25.336946
A050000131,A050131006,1.0335616075,1.9706034744,6.47e-08,425,2021-01-08 06:08:25.336946
A050000131,A050131007,-0.5104161844,0.9513357417,0.0039892146,425,2021-01-08 06:08:25.336946
A050000132,A050132001,-0.3563787866,1.4780942227,1.1e-09,425,2021-01-08 06:08:25.336946
A050000132,A050132002,-1.0268666735,2.0247078031,6.20021e-05,425,2021-01-08 06:08:25.336946
A050000132,A050132003,-0.3296275557,3.0948047625,3.36e-08,425,2021-01-08 06:08:25.336946
A050000132,A050132004,-0.2845963185,1.8934943706,0.0963239537,425,2021-01-08 06:08:25.336946
A050000132,A050132005,0.0439106555,3.5181107665,0.0,425,2021-01-08 06:08:25.336946
A050000132,A050132006,0.0438842033,3.491214966,0.0,425,2021-01-08 06:08:25.336946
A050000132,A050132007,0.5631318166,2.0391523232,0.0,5300,2021-01-08 06:08:25.336946
A050000133,A050133001,-1.434151899,2.425389913,7.26367e-05,5288,2021-01-08 06:08:25.336946
A050000133,A050133002,-0.4496285298,2.174296479,1.22e-08,5288,2021-01-08 06:08:25.336946
A050000133,A050133003,-0.293509592,1.6463256048,7.8e-09,5289,2021-01-08 06:08:25.336946
A050000133,A050133004,-0.5074677601,2.7046108247,0.0680970698,5289,2021-01-08 06:08:25.336946
A050000133,A050133005,-1.0352617352,2.863921729,4.835e-07,5288,2021-01-08 06:08:25.336946
A050000133,A050133006,-0.4417281408,2.5966818476,6.866e-07,5288,2021-01-08 06:08:25.336946
A050000133,A050133007,0.2978239955,1.5713262706,1e-10,5289,2021-01-08 06:08:25.336946
A050000133,A050133008,-0.0293773006,4.3799374601,0.0185107252,5289,2021-01-08 06:08:25.336946
A050000134,A050134001,-0.8468409061,1.876946473,0.0007403664,5290,2021-01-08 06:08:25.336946
A050000134,A050134002,-0.5509980129,2.3188287053,0.0003938217,5290,2021-01-08 06:08:25.336946
A050000134,A050134003,0.7343431626,17.8682055459,0.2768345557,5297,2021-01-08 06:08:25.336946
A050000134,A050134004,-0.5244217709,3.9271223994,0.197423766,5297,2021-01-08 06:08:25.336946
A050000134,A050134005,0.3552265686,19.8807699388,0.2994544264,5297,2021-01-08 06:08:25.336946
A050000134,A050134006,-0.6611123021,2.5205759551,0.0066690012,5290,2021-01-08 06:08:25.336946
A050000134,A050134007,-0.2652162062,2.9018163965,0.0001061184,5290,2021-01-08 06:08:25.336946
A050000134,A050134008,0.0467606633,3.0115663003,0.0002149193,5297,2021-01-08 06:08:25.336946
A050000134,A050134009,-0.1476967034,2.217528715,0.2992255604,5290,2021-01-08 06:08:25.336946
A050000135,A050135001,-1.6693179423,2.9879309462,8.73e-08,5298,2021-01-08 06:08:25.336946
A050000135,A050135002,-1.5360741521,3.5632578104,9.2807e-06,5298,2021-01-08 06:08:25.336946
A050000135,A050135003,-0.7204662185,1.988717219,9.0224e-06,5300,2021-01-08 06:08:25.336946
A050000135,A050135004,0.0850906982,2.2112188648,1.15040304e-108,5298,2021-01-08 06:08:25.336946
A050000135,A050135005,0.0760543232,1.8859682768,8.7348e-06,5298,2021-01-08 06:08:25.336946
A050000135,A050135006,-0.4586431594,2.2459346739,3.1775e-06,5298,2021-01-08 06:08:25.336946
A050000135,A050135007,1.8904410751,1.3609999005,1.4232e-06,5298,2021-01-08 06:08:25.336946
A050000136,A050136001,-0.6184211397,2.4116865143,1.4738e-06,426,2021-01-08 06:08:25.336946
A050000136,A050136002,-0.607318545,3.1447777208,9.459e-07,426,2021-01-08 06:08:25.336946
A050000136,A050136003,0.3662030201,2.9478357806,1.189e-07,425,2021-01-08 06:08:25.336946
A050000136,A050136004,-0.1714465825,3.2597689108,0.0,425,2021-01-08 06:08:25.336946
A050000136,A050136005,-0.9266636312,1.0552361961,0.0002215283,425,2021-01-08 06:08:25.336946
A050000136,A050136006,0.3013041347,3.336223453,1.927e-07,5300,2021-01-08 06:08:25.336946
A050000137,A050137001,-2.4607897804,1.7715429718,3.37209e-05,427,2021-01-08 06:08:25.336946
A050000137,A050137002,-1.1031637766,2.8152602812,5.163601423e-41,427,2021-01-08 06:08:25.336946
A050000137,A050137003,-1.91480274,2.3634659371,1e-10,427,2021-01-08 06:08:25.336946
A050000137,A050137004,-1.5755217634,2.1839133111,9.521530562e-24,427,2021-01-08 06:08:25.336946
A050000137,A050137005,-1.6113612971,2.8546303833,4.756610649e-18,427,2021-01-08 06:08:25.336946
A050000137,A050137006,-1.725182388,1.4171100362,2.405366692e-22,427,2021-01-08 06:08:25.336946
A050000137,A050137007,-0.5757949695,0.7163598457,2.77e-08,427,2021-01-08 06:08:25.336946
A050000138,A050138001,-1.6760225763,115.9964102951,1.8002e-06,427,2021-01-08 06:08:25.336946
A050000138,A050138002,-3.056671245,1.7030035528,0.0277493924,427,2021-01-08 06:08:25.336946
A050000138,A050138003,-1.8434009053,1.890681887,2.1419e-06,427,2021-01-08 06:08:25.336946
A050000138,A050138004,0.1615819872,0.981836759,0.3,427,2021-01-08 06:08:25.336946
A050000138,A050138005,0.2363986572,172.9519370782,0.1115922459,427,2021-01-08 06:08:25.336946
A050000138,A050138006,-1.7802410044,0.4285264462,0.0010761805,427,2021-01-08 06:08:25.336946
A050000138,A050138007,-2.8138044545,0.8980749197,0.0002225246,427,2021-01-08 06:08:25.336946
A050000139,A050139001,-1.1197126108,2.4874291808,3.4833e-05,428,2021-01-08 06:08:25.336946
A050000139,A050139002,-0.9420692468,1.431233325,1.57214e-05,428,2021-01-08 06:08:25.336946
A050000139,A050139003,-1.0400322972,3.1685503277,5.513e-07,428,2021-01-08 06:08:25.336946
A050000139,A050139004,-0.5333395594,1.7267497701,0.0,428,2021-01-08 06:08:25.336946
A050000139,A050139005,0.1702074871,2.1045172411,0.0,428,2021-01-08 06:08:25.336946
A050000139,A050139006,-0.0611718957,14.6945028451,0.3,428,2021-01-08 06:08:25.336946
A050000139,A050139007,1.5763061701,1.9961342603,0.0,428,2021-01-08 06:08:25.336946
A050000140,A050140001,-1.0580098709,1.3774031683,0.0,428,2021-01-08 06:08:25.336946
A050000140,A050140002,-2.146236217,1.5386321735,1e-10,428,2021-01-08 06:08:25.336946
A050000140,A050140003,-0.1003660184,15.5368329818,0.1250101843,428,2021-01-08 06:08:25.336946
A050000140,A050140004,-0.6090312788,2.8530659775,1e-10,428,2021-01-08 06:08:25.336946
A050000140,A050140005,-0.963177506,1.5025817074,0.0,428,2021-01-08 06:08:25.336946
A050000140,A050140006,-0.769934834,1.8556725917,0.0,428,2021-01-08 06:08:25.336946
A050000140,A050140007,-0.0363605545,1.3677735919,8e-09,428,2021-01-08 06:08:25.336946
A050000141,A050141001,-1.8454700746,2.2128059197,0.0139125439,5311,2021-01-08 06:08:25.336946
A050000141,A050141002,-1.1906332364,7.0662237148,0.0421096971,434,2021-01-08 06:08:25.336946
A050000141,A050141003,-1.1526867718,1.4296836403,0.0826285843,5311,2021-01-08 06:08:25.336946
A050000141,A050141004,-1.3499405403,2.3789603729,0.018504296,5311,2021-01-08 06:08:25.336946
A050000141,A050141005,-1.2359665893,1.8095873309,0.0247847968,5311,2021-01-08 06:08:25.336946
A050000141,A050141006,-1.7555687576,0.9627583179,0.0405429426,435,2021-01-08 06:08:25.336946
A050000141,A050141007,0.6344567442,8.3769398828,0.2991880032,5311,2021-01-08 06:08:25.336946
A050000142,A050142001,-1.4377357256,0.9641259191,1.35621e-05,434,2021-01-08 06:08:25.336946
A050000142,A050142002,-1.8160596132,2.8838427834,7.3026e-06,5311,2021-01-08 06:08:25.336946
A050000142,A050142003,-1.3697338614,0.6976740627,1e-10,5311,2021-01-08 06:08:25.336946
A050000142,A050142004,-0.9657627456,0.4982367771,1e-09,5311,2021-01-08 06:08:25.336946
A050000142,A050142005,-0.664501682,1.6308041713,8.07e-08,434,2021-01-08 06:08:25.336946
A050000142,A050142006,0.008622663,1.4400900247,1e-10,5311,2021-01-08 06:08:25.336946
A050000142,A050142007,-0.1559066007,2.0807834703,1.606385515e-97,435,2021-01-08 06:08:25.336946
A050000143,A050143001,-1.1764326909,3.1062980917,4.948e-07,440,2021-01-08 06:08:25.336946
A050000143,A050143002,-1.8099109314,1.316361548,0.0005442029,441,2021-01-08 06:08:25.336946
A050000143,A050143003,0.2125962919,2.187443687,0.2988445007,440,2021-01-08 06:08:25.336946
A050000143,A050143004,-1.077216376,1.9481596155,2.153e-07,437,2021-01-08 06:08:25.336946
A050000143,A050143005,-0.8365282152,1.7430132301,0.0004715285,437,2021-01-08 06:08:25.336946
A050000143,A050143006,0.9018771976,1.6158192056,1.954e-07,437,2021-01-08 06:08:25.336946
A050000143,A050143007,-0.6654176239,1.5388120107,4.41e-08,437,2021-01-08 06:08:25.336946
A050000144,A050144001,-0.9323557684,0.8604549644,0.3,440,2021-01-08 06:08:25.336946
A050000144,A050144002,-1.7542043045,1.1127011757,3.97988e-05,440,2021-01-08 06:08:25.336946
A050000144,A050144003,-1.03021612,1.9766397015,0.0,437,2021-01-08 06:08:25.336946
A050000144,A050144004,-1.3297505125,3.2255210382,9.5037e-06,437,2021-01-08 06:08:25.336946
